name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
中村 訓政,2955,1 号艇,235,139,25,24,32,8,7,0
中村 訓政,2955,2 号艇,236,19,99,34,45,25,14,0
中村 訓政,2955,3 号艇,244,10,34,82,58,42,18,0
中村 訓政,2955,4 号艇,231,1,20,42,90,49,29,0
中村 訓政,2955,5 号艇,229,3,8,28,44,95,51,0
中村 訓政,2955,6 号艇,221,0,5,19,33,68,96,0
