name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
本部 めぐみ,3704,女子戦,3265,714,5.53,21.8,38.5,52.8,0.2,3.3
本部 めぐみ,3704,混合戦,1310,164,4.31,12.5,23.7,36.4,0.21,3.6
