name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
大野 芳顕,4363,1 コース,680,370,54.4,73.6,82.9,0.15,2.5
大野 芳顕,4363,2 コース,624,98,15.7,39.9,60.2,0.16,3.2
大野 芳顕,4363,3 コース,695,104,14.9,36.5,58.1,0.16,2.9
大野 芳顕,4363,4 コース,730,114,15.6,32.7,56.1,0.16,2.9
大野 芳顕,4363,5 コース,849,71,8.3,20.7,42.1,0.16,3.0
大野 芳顕,4363,6 コース,936,36,3.8,12.3,29.5,0.19,3.6
