name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
佐々野 正行,2804,1 号艇,395,42,10.6,27.0,46.3,0,0
佐々野 正行,2804,2 号艇,387,20,5.1,17.0,31.7,1,0
佐々野 正行,2804,3 号艇,378,27,7.1,16.4,34.6,0,0
佐々野 正行,2804,4 号艇,350,24,6.8,16.8,32.2,1,0
佐々野 正行,2804,5 号艇,375,10,2.6,14.4,26.6,0,0
佐々野 正行,2804,6 号艇,370,13,3.5,7.3,21.6,0,0
