name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
小野 桜,3994,女子戦,3652,514,5.2,14.0,33.1,51.0,0.21,3.7
小野 桜,3994,混合戦,1487,103,4.01,6.9,18.7,34.0,0.21,3.8
