name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
鈴木 賢一,3664,SG,35,5,8,6,2,2,10,0,1,0,1,0,0,0,0
鈴木 賢一,3664,G1,517,77,61,68,75,74,151,7,4,0,6,0,0,3,1
鈴木 賢一,3664,G2,9,1,0,1,1,4,2,0,0,0,0,0,0,0,0
鈴木 賢一,3664,G3,346,87,77,39,33,42,59,6,2,0,7,0,0,1,0
鈴木 賢一,3664,一般,4653,1336,999,674,542,502,552,31,20,7,16,0,0,9,5
鈴木 賢一,3664,総合,5560,1506,1145,788,653,624,774,44,27,7,30,0,0,13,6
