name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
倉田 茂将,5039,桐生,3,25,1,3.52,4.0,16.0,20.0,0,0,0.13
倉田 茂将,5039,戸田,15,108,16,4.52,14.8,29.6,43.5,1,0,0.15
倉田 茂将,5039,江戸川,15,123,6,3.93,4.8,19.5,35.7,0,0,0.17
倉田 茂将,5039,平和島,6,58,5,4.07,8.6,22.4,27.5,0,0,0.14
倉田 茂将,5039,多摩川,12,94,9,3.95,9.5,22.3,34.0,1,0,0.16
倉田 茂将,5039,浜名湖,10,77,7,3.47,9.0,19.4,27.2,1,0,0.21
倉田 茂将,5039,蒲郡,19,141,7,3.17,4.9,12.7,24.1,1,0,0.18
倉田 茂将,5039,常滑,19,129,13,3.23,10.0,17.0,22.4,1,0,0.17
倉田 茂将,5039,津,8,54,2,2.67,3.7,11.1,16.6,0,0,0.14
倉田 茂将,5039,三国,12,99,13,4.09,13.1,26.2,32.3,0,0,0.15
倉田 茂将,5039,びわこ,5,40,0,2.05,0.0,7.5,10.0,0,0,0.2
倉田 茂将,5039,住之江,4,34,3,3.03,8.8,20.5,20.5,0,0,0.18
倉田 茂将,5039,尼崎,8,75,16,5.2,21.3,33.3,45.3,0,0,0.15
倉田 茂将,5039,鳴門,4,38,6,4.66,15.7,26.3,44.7,0,0,0.12
倉田 茂将,5039,丸亀,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
倉田 茂将,5039,児島,5,49,6,4.55,12.2,26.5,46.9,0,0,0.15
倉田 茂将,5039,宮島,4,35,6,4.49,17.1,28.5,42.8,0,0,0.15
倉田 茂将,5039,徳山,2,18,2,4.83,11.1,27.7,44.4,0,0,0.14
倉田 茂将,5039,下関,3,25,3,3.8,12.0,20.0,28.0,1,0,0.13
倉田 茂将,5039,若松,3,22,1,4.05,4.5,18.1,31.8,0,0,0.16
倉田 茂将,5039,芦屋,4,35,2,5.17,5.7,40.0,54.2,0,0,0.15
倉田 茂将,5039,福岡,1,10,0,4.2,0.0,20.0,40.0,0,0,0.2
倉田 茂将,5039,唐津,2,18,1,3.61,5.5,16.6,33.3,0,0,0.15
倉田 茂将,5039,大村,2,15,2,5.07,13.3,33.3,46.6,1,0,0.14
