name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
下條 雄太郎,4352,1 号艇,921,578,62.7,79.3,84.6,25,17
下條 雄太郎,4352,2 号艇,724,136,18.7,48.6,68.9,22,1
下條 雄太郎,4352,3 号艇,741,129,17.4,44.8,65.5,21,1
下條 雄太郎,4352,4 号艇,741,111,14.9,38.3,58.8,25,1
下條 雄太郎,4352,5 号艇,661,63,9.5,30.1,51.2,21,1
下條 雄太郎,4352,6 号艇,709,59,8.3,25.1,47.1,18,2
