name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
岩下 太男,2190,1 コース,776,97,75,0,0,0,21,1
岩下 太男,2190,2 コース,770,51,0,25,14,0,12,0
岩下 太男,2190,3 コース,528,30,0,10,5,5,10,0
岩下 太男,2190,4 コース,240,4,0,2,0,2,0,0
岩下 太男,2190,5 コース,63,1,0,0,1,0,0,0
岩下 太男,2190,6 コース,12,0,0,0,0,0,0,0
