name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
作間 章,3966,1 号艇,1329,1237,29,10,12,15,25,1
作間 章,3966,2 号艇,1167,28,995,60,29,19,34,2
作間 章,3966,3 号艇,1152,6,52,900,114,44,36,0
作間 章,3966,4 号艇,1144,6,19,66,870,126,57,0
作間 章,3966,5 号艇,1028,0,13,24,106,778,107,0
作間 章,3966,6 号艇,965,3,21,24,76,146,694,1
