name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
三品 隆浩,3202,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
三品 隆浩,3202,G1,30,267,36,5.78,13.4,23.2,44.1,0,0,0.2,3.6
三品 隆浩,3202,G2,1,8,1,5.0,12.5,12.5,37.5,0,0,0.2,3.8
三品 隆浩,3202,G3,27,254,35,5.23,13.7,32.6,48.4,0,0,0.19,3.5
三品 隆浩,3202,一般,660,5596,889,5.39,15.8,34.4,53.2,90,13,0.2,3.5
三品 隆浩,3202,総合,718,6125,961,5.4,15.6,33.8,52.5,90,13,0.2,3.6
