name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
杉山 正樹,4084,SG,80,12,17,18,13,9,10,1,0,0,1,0,0,0,0
杉山 正樹,4084,G1,1181,203,172,216,213,200,162,11,8,2,1,1,0,0,4
杉山 正樹,4084,G2,167,22,30,34,36,25,19,2,1,0,0,0,0,0,0
杉山 正樹,4084,G3,383,106,71,69,56,43,31,3,6,0,1,0,0,0,0
杉山 正樹,4084,一般,4550,1412,1036,838,583,356,275,25,30,4,15,1,0,5,1
杉山 正樹,4084,総合,6361,1755,1326,1175,901,633,497,42,45,6,18,2,0,5,5
