name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
中村 真,3616,1 号艇,1010,923,26,19,17,20,5,0
中村 真,3616,2 号艇,983,44,750,95,44,37,13,0
中村 真,3616,3 号艇,1030,5,50,775,126,52,22,0
中村 真,3616,4 号艇,1010,4,24,109,722,123,26,2
中村 真,3616,5 号艇,980,3,9,67,149,679,73,0
中村 真,3616,6 号艇,961,4,22,65,111,188,571,0
