name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
鈴木 実,2796,1 号艇,280,59,21.0,40.0,53.2,1,1
鈴木 実,2796,2 号艇,276,30,10.8,29.3,44.2,2,1
鈴木 実,2796,3 号艇,271,36,13.2,28.0,43.5,1,0
鈴木 実,2796,4 号艇,277,42,15.1,28.8,44.4,2,0
鈴木 実,2796,5 号艇,257,22,8.5,23.7,39.3,2,0
鈴木 実,2796,6 号艇,271,30,11.0,26.5,37.6,1,0
