name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
大橋 由珠,4854,女子戦,781,56,3.83,7.1,16.0,29.5,0.18,3.2
大橋 由珠,4854,混合戦,410,17,2.83,4.1,9.7,18.0,0.18,3.4
