name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
小林 靖菜,4480,女子戦,522,8,2.5,1.5,6.1,13.6,0.19,3.2
小林 靖菜,4480,混合戦,242,1,1.6,0.4,3.3,4.1,0.23,4.0
