name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
石田 貴洋,5005,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
石田 貴洋,5005,G1,1,9,1,6.22,11.1,33.3,44.4,0,0,0.07,1.4
石田 貴洋,5005,G2,2,18,2,5.67,11.1,22.2,44.4,0,0,0.11,2.6
石田 貴洋,5005,G3,7,68,9,5.12,13.2,29.4,52.9,0,0,0.13,2.7
石田 貴洋,5005,一般,177,1485,184,4.81,12.3,28.2,45.1,11,2,0.15,3.1
石田 貴洋,5005,総合,187,1580,196,4.84,12.4,28.2,45.4,11,2,0.15,3.0
