name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
小松原 恵美,3481,桐生,8,63,10,4.59,15.8,20.6,47.6,0,0,0.25
小松原 恵美,3481,戸田,10,88,15,5.3,17.0,34.0,51.1,0,0,0.21
小松原 恵美,3481,江戸川,4,36,4,4.22,11.1,22.2,38.8,0,0,0.24
小松原 恵美,3481,平和島,10,75,11,4.67,14.6,25.3,45.3,0,0,0.21
小松原 恵美,3481,多摩川,14,123,14,5.26,11.3,29.2,52.0,0,0,0.21
小松原 恵美,3481,浜名湖,10,81,12,4.96,14.8,27.1,41.9,0,0,0.23
小松原 恵美,3481,蒲郡,8,65,10,5.31,15.3,30.7,56.9,0,0,0.22
小松原 恵美,3481,常滑,9,84,12,5.11,14.2,28.5,51.1,0,0,0.22
小松原 恵美,3481,津,23,186,31,5.21,16.6,32.8,50.0,5,0,0.2
小松原 恵美,3481,三国,11,86,20,5.69,23.2,44.1,56.9,0,0,0.21
小松原 恵美,3481,びわこ,10,86,19,5.52,22.0,41.8,54.6,2,0,0.2
小松原 恵美,3481,住之江,11,86,12,5.45,13.9,38.3,56.9,0,0,0.19
小松原 恵美,3481,尼崎,13,104,18,5.56,17.3,39.4,56.7,1,0,0.2
小松原 恵美,3481,鳴門,18,157,25,5.14,15.9,29.3,45.2,1,0,0.21
小松原 恵美,3481,丸亀,30,284,54,5.38,19.0,34.8,53.1,5,2,0.2
小松原 恵美,3481,児島,11,94,10,4.86,10.6,29.7,45.7,0,0,0.21
小松原 恵美,3481,宮島,18,173,23,4.81,13.2,28.9,46.2,0,0,0.21
小松原 恵美,3481,徳山,11,106,16,5.38,15.0,38.6,50.0,2,0,0.21
小松原 恵美,3481,下関,16,149,16,4.65,10.7,24.8,41.6,0,0,0.23
小松原 恵美,3481,若松,12,114,16,5.15,14.0,29.8,51.7,1,0,0.2
小松原 恵美,3481,芦屋,14,124,15,5.27,12.1,34.6,54.8,1,0,0.2
小松原 恵美,3481,福岡,13,108,8,4.42,7.4,25.9,43.5,0,0,0.21
小松原 恵美,3481,唐津,13,104,13,4.9,12.5,31.7,50.9,0,0,0.2
小松原 恵美,3481,大村,21,175,27,5.41,15.4,35.4,54.2,5,0,0.21
