name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
関口 智久,3992,1 号艇,834,757,22,10,23,8,14,0
関口 智久,3992,2 号艇,837,24,633,87,42,21,30,0
関口 智久,3992,3 号艇,866,5,30,648,119,37,27,0
関口 智久,3992,4 号艇,882,6,9,59,653,109,46,0
関口 智久,3992,5 号艇,818,4,2,30,98,568,116,0
関口 智久,3992,6 号艇,805,6,4,19,54,165,557,0
