name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
飯山 泰,3940,1 コース,1330,839,791,0,0,0,47,1
飯山 泰,3940,2 コース,1131,324,0,163,133,0,25,3
飯山 泰,3940,3 コース,1156,304,0,59,125,74,42,4
飯山 泰,3940,4 コース,1276,311,0,50,187,43,27,4
飯山 泰,3940,5 コース,1168,157,0,26,53,55,21,2
飯山 泰,3940,6 コース,1221,99,0,18,32,32,16,1
