name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
水野 望美,4678,女子戦,2009,340,5.39,16.9,34.7,52.2,0.17,3.1
水野 望美,4678,混合戦,672,64,4.05,9.5,20.0,34.2,0.17,3.3
