name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
松浦 勝,3867,1 号艇,778,193,24.8,43.4,56.5,0,0
松浦 勝,3867,2 号艇,909,92,10.1,29.1,47.5,1,0
松浦 勝,3867,3 号艇,885,80,9.0,23.5,40.7,4,0
松浦 勝,3867,4 号艇,835,80,9.5,21.5,38.8,4,0
松浦 勝,3867,5 号艇,875,61,6.9,17.7,31.6,2,0
松浦 勝,3867,6 号艇,813,26,3.2,10.9,25.5,2,0
