name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
水野 望美,4678,1 号艇,429,423,3,1,1,1,0,0
水野 望美,4678,2 号艇,448,2,427,12,2,4,1,0
水野 望美,4678,3 号艇,436,0,5,406,15,6,4,0
水野 望美,4678,4 号艇,481,0,0,6,392,41,42,0
水野 望美,4678,5 号艇,470,0,0,3,16,379,72,0
水野 望美,4678,6 号艇,488,0,0,0,3,51,434,0
