name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
平野 和明,4142,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
平野 和明,4142,G1,6,34,3,5.71,8.8,17.6,41.1,0,0,0.19,4.5
平野 和明,4142,G2,3,22,1,4.82,4.5,18.1,31.8,0,0,0.18,3.5
平野 和明,4142,G3,50,471,69,5.31,14.6,30.1,52.4,6,1,0.2,3.7
平野 和明,4142,一般,679,5910,992,5.68,16.7,36.6,57.9,73,3,0.19,3.7
平野 和明,4142,総合,738,6437,1065,5.65,16.5,35.9,57.3,79,4,0.19,3.7
