name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
森 秋光,3443,桐生,23,200,62,6.68,31.0,51.5,67.5,12,3,0.19
森 秋光,3443,戸田,26,212,46,6.03,21.7,41.0,54.7,7,0,0.18
森 秋光,3443,江戸川,17,139,34,6.78,24.4,48.2,69.0,5,2,0.2
森 秋光,3443,平和島,36,321,94,6.83,29.2,44.2,61.0,13,2,0.17
森 秋光,3443,多摩川,22,189,46,6.2,24.3,41.2,62.4,6,2,0.19
森 秋光,3443,浜名湖,31,253,71,6.63,28.0,46.2,60.8,9,4,0.18
森 秋光,3443,蒲郡,23,212,63,6.94,29.7,51.8,68.4,7,2,0.18
森 秋光,3443,常滑,27,229,60,6.45,26.2,46.2,63.3,8,2,0.18
森 秋光,3443,津,24,206,43,6.41,20.8,47.5,60.1,7,2,0.19
森 秋光,3443,三国,36,310,75,6.45,24.1,45.1,64.5,12,3,0.18
森 秋光,3443,びわこ,25,239,52,6.31,21.7,42.2,61.0,8,1,0.18
森 秋光,3443,住之江,36,304,55,6.2,18.0,36.5,53.6,8,1,0.16
森 秋光,3443,尼崎,36,319,80,6.46,25.0,42.9,63.0,13,3,0.18
森 秋光,3443,鳴門,42,386,92,6.26,23.8,42.7,61.9,9,2,0.17
森 秋光,3443,丸亀,28,265,76,6.52,28.6,48.3,63.0,9,3,0.18
森 秋光,3443,児島,121,1198,312,6.61,26.0,49.0,67.6,46,6,0.18
森 秋光,3443,宮島,45,415,105,6.5,25.3,45.7,63.1,11,5,0.18
森 秋光,3443,徳山,34,322,64,5.71,19.8,36.9,54.9,9,1,0.19
森 秋光,3443,下関,27,252,80,7.03,31.7,53.1,69.0,8,4,0.18
森 秋光,3443,若松,14,139,38,7.0,27.3,50.3,71.2,3,1,0.18
森 秋光,3443,芦屋,17,156,53,6.9,33.9,47.4,64.7,4,0,0.17
森 秋光,3443,福岡,15,138,35,6.36,25.3,41.3,57.9,3,0,0.17
森 秋光,3443,唐津,33,305,63,5.83,20.6,37.0,58.0,8,2,0.19
森 秋光,3443,大村,33,278,81,6.83,29.1,45.6,65.8,12,2,0.18
