name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
宮田 政勝,3734,1 号艇,874,380,43.4,63.8,75.0,6,2
宮田 政勝,3734,2 号艇,947,177,18.6,40.9,59.6,16,3
宮田 政勝,3734,3 号艇,937,148,15.8,36.5,53.7,15,2
宮田 政勝,3734,4 号艇,922,116,12.5,33.0,52.0,13,1
宮田 政勝,3734,5 号艇,947,93,9.8,25.4,44.1,12,1
宮田 政勝,3734,6 号艇,846,74,8.7,20.4,39.0,15,3
