name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
今出 晋二,3949,1 号艇,761,168,22.0,45.2,60.1,0,0
今出 晋二,3949,2 号艇,922,92,9.9,31.3,50.3,4,1
今出 晋二,3949,3 号艇,941,77,8.1,24.5,44.7,6,0
今出 晋二,3949,4 号艇,883,65,7.3,20.7,41.0,1,0
今出 晋二,3949,5 号艇,886,64,7.2,19.1,36.1,4,0
今出 晋二,3949,6 号艇,831,30,3.6,12.5,28.7,6,0
