name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
福田 栄治,2249,1 コース,430,78,59,1,0,0,17,1
福田 栄治,2249,2 コース,345,38,0,25,6,0,7,0
福田 栄治,2249,3 コース,295,32,0,14,8,5,4,1
福田 栄治,2249,4 コース,226,22,0,7,4,4,7,0
福田 栄治,2249,5 コース,175,3,0,1,2,0,0,0
福田 栄治,2249,6 コース,126,0,0,0,0,0,0,0
