name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
坂 咲友理,4534,桐生,8,69,6,3.62,8.7,14.4,27.5,0,0,0.22
坂 咲友理,4534,戸田,8,71,3,3.61,4.2,15.4,28.1,0,0,0.19
坂 咲友理,4534,江戸川,1,9,2,4.0,22.2,22.2,22.2,0,0,0.23
坂 咲友理,4534,平和島,6,58,8,4.48,13.7,24.1,41.3,0,0,0.19
坂 咲友理,4534,多摩川,12,103,9,4.03,8.7,15.5,32.0,0,0,0.21
坂 咲友理,4534,浜名湖,13,103,9,3.72,8.7,14.5,31.0,0,0,0.21
坂 咲友理,4534,蒲郡,9,85,7,4.02,8.2,20.0,34.1,0,0,0.19
坂 咲友理,4534,常滑,8,63,4,3.51,6.3,11.1,26.9,0,0,0.2
坂 咲友理,4534,津,6,48,3,4.48,6.2,29.1,43.7,0,0,0.2
坂 咲友理,4534,三国,14,115,5,3.86,4.3,18.2,32.1,1,0,0.19
坂 咲友理,4534,びわこ,19,162,12,3.91,7.4,16.6,33.3,0,0,0.21
坂 咲友理,4534,住之江,46,361,24,3.72,6.6,14.9,31.0,1,0,0.21
坂 咲友理,4534,尼崎,18,147,12,3.99,8.1,20.4,31.9,1,0,0.25
坂 咲友理,4534,鳴門,7,55,3,3.56,5.4,12.7,27.2,1,0,0.21
坂 咲友理,4534,丸亀,13,115,23,4.7,20.0,27.8,41.7,0,0,0.19
坂 咲友理,4534,児島,6,58,5,4.4,8.6,29.3,44.8,0,0,0.19
坂 咲友理,4534,宮島,13,107,6,3.51,5.6,13.0,28.0,0,0,0.21
坂 咲友理,4534,徳山,11,94,6,4.01,6.3,18.0,32.9,0,0,0.19
坂 咲友理,4534,下関,9,85,10,4.07,11.7,22.3,30.5,1,0,0.2
坂 咲友理,4534,若松,6,51,3,3.76,5.8,15.6,37.2,0,0,0.2
坂 咲友理,4534,芦屋,10,73,6,3.88,8.2,16.4,32.8,0,0,0.21
坂 咲友理,4534,福岡,5,40,2,2.53,5.0,7.5,12.5,0,0,0.22
坂 咲友理,4534,唐津,7,56,4,4.05,7.1,21.4,32.1,0,0,0.21
坂 咲友理,4534,大村,14,116,11,4.53,9.4,24.1,42.2,2,0,0.2
