name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
高野 哲史,4512,1 号艇,853,601,70.4,81.5,86.8,19,16
高野 哲史,4512,2 号艇,747,141,18.8,45.7,63.5,31,1
高野 哲史,4512,3 号艇,725,144,19.8,45.3,64.4,30,1
高野 哲史,4512,4 号艇,714,100,14.0,33.8,57.5,15,2
高野 哲史,4512,5 号艇,655,58,8.8,26.8,47.9,21,0
高野 哲史,4512,6 号艇,694,43,6.2,18.3,42.9,24,0
