name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
富永 夏哉人,5307,1 号艇,25,24,0,0,0,1,0,0
富永 夏哉人,5307,2 号艇,45,0,42,1,1,1,0,0
富永 夏哉人,5307,3 号艇,53,0,0,50,2,1,0,0
富永 夏哉人,5307,4 号艇,58,0,0,1,42,8,7,0
富永 夏哉人,5307,5 号艇,89,0,0,0,0,47,42,0
富永 夏哉人,5307,6 号艇,122,0,0,0,0,6,116,0
