name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
鋤柄 貴俊,3934,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鋤柄 貴俊,3934,G1,10,0,2,1,1,5,1,0,0,0,0,0,0,0,0
鋤柄 貴俊,3934,G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鋤柄 貴俊,3934,G3,438,55,61,83,81,82,71,3,0,2,0,0,0,0,3
鋤柄 貴俊,3934,一般,5476,746,1040,1063,1009,956,591,27,41,4,24,0,0,4,2
鋤柄 貴俊,3934,総合,5924,801,1103,1147,1091,1043,663,30,41,6,24,0,0,4,5
