name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
吉村 輝,3720,1 号艇,398,41,10.3,20.3,37.4,0,0
吉村 輝,3720,2 号艇,405,33,8.1,19.7,34.0,0,0
吉村 輝,3720,3 号艇,446,48,10.7,22.2,37.2,3,0
吉村 輝,3720,4 号艇,606,43,7.1,17.1,30.3,1,0
吉村 輝,3720,5 号艇,652,33,5.0,13.8,27.3,0,0
吉村 輝,3720,6 号艇,713,42,5.8,12.7,23.8,2,0
