name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
兼島 敏弘,2857,桐生,15,121,24,5.61,19.8,41.3,58.6,2,0,0.22
兼島 敏弘,2857,戸田,13,96,14,4.64,14.5,27.0,40.6,1,0,0.22
兼島 敏弘,2857,江戸川,9,65,16,6.4,24.6,44.6,69.2,1,0,0.21
兼島 敏弘,2857,平和島,25,209,31,5.19,14.8,33.9,52.6,3,0,0.2
兼島 敏弘,2857,多摩川,22,180,23,4.64,12.7,26.6,41.1,0,0,0.2
兼島 敏弘,2857,浜名湖,12,96,16,5.15,16.6,32.2,50.0,1,0,0.21
兼島 敏弘,2857,蒲郡,12,103,18,5.35,17.4,39.8,51.4,2,0,0.22
兼島 敏弘,2857,常滑,7,64,9,4.8,14.0,31.2,45.3,0,0,0.2
兼島 敏弘,2857,津,7,59,9,4.81,15.2,27.1,47.4,1,0,0.23
兼島 敏弘,2857,三国,5,39,6,5.31,15.3,33.3,58.9,1,0,0.22
兼島 敏弘,2857,びわこ,6,48,9,5.98,18.7,39.5,66.6,2,0,0.22
兼島 敏弘,2857,住之江,10,82,15,5.37,18.2,32.9,52.4,0,0,0.21
兼島 敏弘,2857,尼崎,5,40,5,5.33,12.5,37.5,52.5,0,0,0.2
兼島 敏弘,2857,鳴門,5,34,4,4.24,11.7,17.6,38.2,0,0,0.23
兼島 敏弘,2857,丸亀,6,53,9,5.28,16.9,33.9,50.9,1,0,0.2
兼島 敏弘,2857,児島,9,86,17,5.57,19.7,34.8,56.9,2,0,0.22
兼島 敏弘,2857,宮島,6,62,9,5.79,14.5,38.7,62.9,0,0,0.21
兼島 敏弘,2857,徳山,6,53,11,6.28,20.7,50.9,67.9,0,0,0.19
兼島 敏弘,2857,下関,6,56,7,5.66,12.5,33.9,58.9,0,0,0.19
兼島 敏弘,2857,若松,5,45,7,6.29,15.5,55.5,68.8,2,0,0.21
兼島 敏弘,2857,芦屋,6,60,9,5.03,15.0,31.6,48.3,0,0,0.2
兼島 敏弘,2857,福岡,9,77,5,4.55,6.4,23.3,42.8,0,0,0.22
兼島 敏弘,2857,唐津,6,44,5,5.09,11.3,34.0,50.0,0,0,0.21
兼島 敏弘,2857,大村,8,63,7,5.37,11.1,34.9,53.9,0,0,0.25
