name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
佐藤 享子,4806,女子戦,522,17,2.46,3.2,8.2,14.1,0.18,3.4
佐藤 享子,4806,混合戦,311,8,1.74,2.5,4.1,6.1,0.19,3.4
