name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
野辺 香織,3707,女子戦,1826,121,4.41,6.6,19.2,38.8,0.24,3.9
野辺 香織,3707,混合戦,823,31,3.61,3.7,11.6,27.1,0.24,3.9
