name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
田村 美和,3207,女子戦,2347,236,4.73,10.0,26.1,43.8,0.2,3.3
田村 美和,3207,混合戦,1935,108,3.72,5.5,16.0,29.3,0.2,3.4
