name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
山下 流心,4872,1 号艇,266,98,36.8,58.6,71.8,2,1
山下 流心,4872,2 号艇,319,35,10.9,37.3,55.8,1,0
山下 流心,4872,3 号艇,324,34,10.4,31.1,54.6,1,1
山下 流心,4872,4 号艇,330,18,5.4,23.9,46.9,1,0
山下 流心,4872,5 号艇,382,6,1.5,9.4,26.1,5,0
山下 流心,4872,6 号艇,396,3,0.7,6.3,20.7,1,0
