name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
深川 麻奈美,4447,女子戦,2012,355,5.54,17.6,37.4,54.7,0.19,3.5
深川 麻奈美,4447,混合戦,695,62,4.11,8.9,22.5,36.5,0.19,3.7
