name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
野田 亜湖,5380,女子戦,31,0,1.29,0.0,0.0,0.0,0.27,5.1
野田 亜湖,5380,混合戦,63,0,1.08,0.0,0.0,0.0,0.25,5.1
