name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
川邉 加奈子,4206,女子戦,842,112,4.65,13.3,27.2,44.0,0.17,2.6
川邉 加奈子,4206,混合戦,317,19,3.21,5.9,14.2,25.8,0.18,2.8
