name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
伊藤 玲奈,4744,女子戦,937,66,4.3,7.0,18.4,39.0,0.21,4.0
伊藤 玲奈,4744,混合戦,544,19,3.35,3.4,12.6,25.3,0.21,4.1
