name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
小林 茂幸,3354,1 号艇,762,280,36.7,57.7,70.2,14,5
小林 茂幸,3354,2 号艇,743,156,21.0,41.0,58.6,20,0
小林 茂幸,3354,3 号艇,760,156,20.5,40.1,56.1,20,2
小林 茂幸,3354,4 号艇,737,132,17.9,37.0,53.4,20,1
小林 茂幸,3354,5 号艇,716,100,13.9,29.3,44.6,13,0
小林 茂幸,3354,6 号艇,727,106,14.5,28.3,45.1,15,1
