name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
高石 梨菜,4690,女子戦,928,95,4.34,10.2,22.3,37.2,0.19,3.6
高石 梨菜,4690,混合戦,313,16,3.04,5.1,12.7,19.1,0.2,3.8
