name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
宮崎 安奈,5182,女子戦,510,32,3.6,6.2,16.0,29.0,0.17,3.3
宮崎 安奈,5182,混合戦,228,6,2.39,2.6,7.4,14.4,0.19,3.8
