name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
藤田 美代,3551,女子戦,2846,372,4.99,13.0,28.8,46.6,0.22,3.6
藤田 美代,3551,混合戦,1677,133,4.03,7.9,19.2,33.3,0.21,3.6
