name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
加藤 優弥,5185,1 コース,77,34,44.1,64.9,74.0,0.13,2.9
加藤 優弥,5185,2 コース,92,8,8.7,33.7,50.0,0.17,3.5
加藤 優弥,5185,3 コース,85,6,7.0,32.9,51.7,0.16,3.0
加藤 優弥,5185,4 コース,139,8,5.7,21.5,38.1,0.16,3.2
加藤 優弥,5185,5 コース,170,9,5.2,11.1,34.7,0.17,3.5
加藤 優弥,5185,6 コース,278,0,0.0,2.8,12.9,0.18,3.6
