name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
高橋 真吾,3793,1 号艇,705,474,51,16,14,36,112,2
高橋 真吾,3793,2 号艇,746,6,457,72,31,43,135,2
高橋 真吾,3793,3 号艇,764,0,14,434,97,65,152,2
高橋 真吾,3793,4 号艇,738,1,2,23,372,140,198,2
高橋 真吾,3793,5 号艇,756,0,0,7,42,443,262,2
高橋 真吾,3793,6 号艇,767,0,0,4,15,82,663,3
