name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
秦 英悟,4427,1 号艇,865,554,64.0,76.3,82.4,31,20
秦 英悟,4427,2 号艇,758,209,27.5,55.0,68.7,38,6
秦 英悟,4427,3 号艇,740,154,20.8,45.0,64.4,17,1
秦 英悟,4427,4 号艇,748,128,17.1,40.2,59.6,20,1
秦 英悟,4427,5 号艇,706,87,12.3,31.0,50.4,33,1
秦 英悟,4427,6 号艇,681,53,7.7,19.8,41.1,18,0
