name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
渋谷 正義,3136,1 号艇,674,606,46,14,7,0,1,0
渋谷 正義,3136,2 号艇,718,74,554,69,15,6,0,0
渋谷 正義,3136,3 号艇,731,34,114,485,86,10,1,1
渋谷 正義,3136,4 号艇,702,17,67,136,426,48,8,0
渋谷 正義,3136,5 号艇,658,6,56,97,157,321,21,0
渋谷 正義,3136,6 号艇,629,23,69,89,140,140,168,0
