name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
佐藤 翼,4573,1 コース,681,449,65.9,82.2,88.4,0.14,2.7
佐藤 翼,4573,2 コース,542,120,22.1,52.2,71.2,0.14,3.0
佐藤 翼,4573,3 コース,590,129,21.8,49.1,66.2,0.15,3.1
佐藤 翼,4573,4 コース,656,167,25.4,49.2,68.4,0.14,2.8
佐藤 翼,4573,5 コース,626,69,11.0,28.1,47.2,0.15,3.1
佐藤 翼,4573,6 コース,647,39,6.0,19.1,37.0,0.15,3.3
