name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
武井 莉里佳,5188,女子戦,368,42,4.58,11.4,24.4,41.5,0.19,3.8
武井 莉里佳,5188,混合戦,401,27,3.42,6.7,15.4,24.9,0.2,4.0
