name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
河合 佑樹,4494,1 コース,747,532,71.2,83.0,89.6,0.15,2.8
河合 佑樹,4494,2 コース,587,134,22.8,52.3,70.3,0.16,3.5
河合 佑樹,4494,3 コース,631,116,18.3,52.9,71.6,0.15,2.9
河合 佑樹,4494,4 コース,685,133,19.4,45.9,69.7,0.16,3.2
河合 佑樹,4494,5 コース,740,93,12.5,31.3,55.5,0.15,3.0
河合 佑樹,4494,6 コース,699,31,4.4,17.8,37.3,0.17,3.6
