name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
松村 賢一,3760,1 号艇,448,179,39.9,59.3,69.2,3,1
松村 賢一,3760,2 号艇,460,125,27.1,47.1,60.8,7,2
松村 賢一,3760,3 号艇,460,101,21.9,40.6,54.5,5,0
松村 賢一,3760,4 号艇,461,84,18.2,32.1,51.1,8,1
松村 賢一,3760,5 号艇,456,66,14.4,28.9,45.1,7,0
松村 賢一,3760,6 号艇,463,56,12.1,28.0,41.9,11,0
