name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
河上 哲也,3753,1 号艇,929,280,30.1,49.4,63.6,2,1
河上 哲也,3753,2 号艇,1006,151,15.0,33.4,48.9,1,0
河上 哲也,3753,3 号艇,1005,137,13.6,31.0,45.7,2,1
河上 哲也,3753,4 号艇,974,120,12.3,25.7,41.5,7,0
河上 哲也,3753,5 号艇,964,62,6.4,16.0,31.0,5,0
河上 哲也,3753,6 号艇,938,55,5.8,14.3,26.2,7,0
