name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
村上 橋蔵,4307,1 コース,265,59,22.2,31.3,47.9,0.19,3.5
村上 橋蔵,4307,2 コース,338,34,10.0,24.5,38.4,0.18,3.4
村上 橋蔵,4307,3 コース,357,22,6.1,17.3,31.6,0.19,3.3
村上 橋蔵,4307,4 コース,305,21,6.8,13.7,28.2,0.2,3.7
村上 橋蔵,4307,5 コース,450,22,4.8,11.3,23.5,0.21,3.7
村上 橋蔵,4307,6 コース,577,4,0.6,3.6,10.9,0.23,4.1
