name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
松村 賢一,3760,1 コース,424,171,40.3,61.0,71.9,0.17,2.6
松村 賢一,3760,2 コース,532,133,25.0,43.9,59.0,0.17,2.8
松村 賢一,3760,3 コース,613,150,24.4,43.2,57.7,0.17,2.7
松村 賢一,3760,4 コース,536,93,17.3,33.2,50.7,0.18,2.8
松村 賢一,3760,5 コース,324,44,13.5,26.8,41.6,0.18,2.8
松村 賢一,3760,6 コース,313,20,6.3,18.2,30.9,0.22,3.5
