name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
大塚 治美,3083,女子戦,1350,95,4.3,7.0,18.2,37.1,0.26,4.3
大塚 治美,3083,混合戦,1356,64,3.58,4.7,13.7,26.8,0.27,4.4
