name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
平井 佐緒里,3646,女子戦,1128,135,4.34,11.9,23.3,37.9,0.24,3.5
平井 佐緒里,3646,混合戦,463,31,3.39,6.7,13.3,23.7,0.24,3.7
