name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
天野 晶夫,3621,SG,9,69,8,8.3,11.5,40.5,55.0,2,0,0.18,3.2
天野 晶夫,3621,G1,92,782,101,5.89,12.9,29.5,47.0,5,0,0.17,3.3
天野 晶夫,3621,G2,3,28,5,7.25,17.8,35.7,67.8,0,0,0.16,3.2
天野 晶夫,3621,G3,54,491,125,6.38,25.4,45.6,66.8,17,2,0.16,2.9
天野 晶夫,3621,一般,628,5633,1628,6.81,28.9,52.8,73.2,241,33,0.17,2.9
天野 晶夫,3621,総合,786,7003,1867,6.69,26.6,49.5,69.6,265,35,0.17,3.0
