name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
青山 登,2545,桐生,44,361,54,5.39,14.9,32.9,53.1,5,1,0.22
青山 登,2545,戸田,19,160,32,5.56,20.0,33.7,56.2,2,0,0.21
青山 登,2545,江戸川,23,170,29,5.62,17.0,37.0,55.2,4,0,0.25
青山 登,2545,平和島,19,154,22,5.1,14.2,32.4,48.7,1,0,0.23
青山 登,2545,多摩川,21,175,29,5.61,16.5,34.8,56.0,3,0,0.2
青山 登,2545,浜名湖,11,88,16,5.26,18.1,28.4,47.7,1,1,0.23
青山 登,2545,蒲郡,9,65,9,5.37,13.8,33.8,53.8,2,0,0.23
青山 登,2545,常滑,13,107,17,5.57,15.8,41.1,56.0,1,0,0.22
青山 登,2545,津,10,80,8,4.93,10.0,30.0,50.0,1,0,0.24
青山 登,2545,三国,10,74,17,6.27,22.9,45.9,64.8,1,0,0.23
青山 登,2545,びわこ,15,135,23,5.48,17.0,39.2,51.8,2,1,0.21
青山 登,2545,住之江,10,84,18,6.05,21.4,39.2,60.7,0,0,0.2
青山 登,2545,尼崎,16,128,17,5.32,13.2,32.0,47.6,4,1,0.2
青山 登,2545,鳴門,10,92,15,5.41,16.3,35.8,52.1,1,0,0.22
青山 登,2545,丸亀,7,70,18,5.76,25.7,41.4,57.1,0,0,0.2
青山 登,2545,児島,12,104,10,4.78,9.6,25.0,50.9,1,0,0.24
青山 登,2545,宮島,8,82,12,5.67,14.6,36.5,58.5,1,0,0.21
青山 登,2545,徳山,7,67,13,5.45,19.4,35.8,50.7,2,0,0.22
青山 登,2545,下関,7,69,13,5.74,18.8,40.5,56.5,1,0,0.22
青山 登,2545,若松,6,46,13,6.37,28.2,54.3,60.8,1,0,0.23
青山 登,2545,芦屋,13,120,23,5.41,19.1,36.6,54.1,2,0,0.22
青山 登,2545,福岡,12,104,16,5.85,15.3,37.5,64.4,2,0,0.22
青山 登,2545,唐津,10,85,19,5.55,22.3,40.0,50.5,0,0,0.21
青山 登,2545,大村,13,108,22,5.36,20.3,38.8,48.1,1,0,0.23
