name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
金平 久美子,3249,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金平 久美子,3249,G1,26,1,5,3,1,6,10,0,0,0,0,0,0,0,0
金平 久美子,3249,G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金平 久美子,3249,G3,423,51,81,77,63,78,69,5,1,1,2,0,0,0,0
金平 久美子,3249,一般,1093,101,142,160,207,207,270,5,1,0,5,1,0,0,0
金平 久美子,3249,総合,1542,153,228,240,271,291,349,10,2,1,7,1,0,0,0
