name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
柘植 政浩,4120,1 コース,912,456,50.0,70.6,82.3,0.18,3.1
柘植 政浩,4120,2 コース,878,163,18.5,47.1,63.5,0.17,3.3
柘植 政浩,4120,3 コース,889,146,16.4,37.1,60.5,0.17,3.0
柘植 政浩,4120,4 コース,1057,137,12.9,31.1,54.1,0.18,3.3
柘植 政浩,4120,5 コース,1027,79,7.6,20.6,41.9,0.18,3.4
柘植 政浩,4120,6 コース,932,22,2.3,10.5,26.3,0.19,3.6
