name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
藤本 紗弥香,5180,女子戦,161,7,3.74,4.3,14.2,29.1,0.18,3.3
藤本 紗弥香,5180,混合戦,240,6,2.53,2.5,7.0,15.4,0.19,3.8
